sample-id,soil-collection-id,location,sublocation,latitude,longitude,soil-collection-date,dicty-pcr,dicty-sequence,dicty-species-id,dicty-haplotype,burkholderia-lepa-pcr,burkholderia-sequence-id
THA1250,s_n11r__va1_j_4,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1251,s_n11r__va1_i_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1252,s_n11r__va1_f_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1253,s_n11r__va1_f_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1254,s_n11r__va1_f_3,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1255,s_n11r__va1_d_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1256,bs_n13r__va1_f_1,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1257,bs_n13r__va1_f_2,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1258,bs_n13r__va1_h_1,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1259,bs_n13r__va1_i_1,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1260,s_n6r__va1_h_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1261,s_n6r__va1_i_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1262,s_n23r__va1_j_3,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_purpureum,1,1,paraburkholderia_agricolaris
THA1263,s_n23r__va1_h_1,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_giganteum,NA,1,paraburkholderia_phenazinium
THA1264,s_n23r__va1_h_2,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,cavenderia_aureostipes,NA,0,NA
THA1265,s_n23r__va1_g_1,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_giganteum,NA,0,NA
THA1266,s_n23r__va1_e_2,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1267,s_n23r__va1_d_2,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_agricolaris
THA1268,s_n23r__va1_d_1,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_purpureum,NA,1,NA
THA1269,s_n23r__va1_d_3,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_purpureum,NA,0,NA
THA1270,s_n23r__va1_d_4,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1271,s_n23r__va1_c_6,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,yes,heterostelium_pallidum,2,1,paraburkholderia_agricolaris
THA1272,s_n23r__va1_b_1,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_giganteum,NA,1,paraburkholderia_agricolaris
THA1273,s_n23r__va1_b_3,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_purpureum,NA,1,paraburkholderia_phenazinium
THA1274,s_n23r__va1_a_4,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_giganteum,NA,0,NA
THA1275,s_n11r__va1_i_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_unclassified,NA,1,paraburkholderia_phenazinium
THA1276,s_n11r__va1_g_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_unclassified,NA,1,paraburkholderia_phenazinium
THA1277,s_n11r__va1_b_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_unclassified,NA,1,paraburkholderia_phenazinium
THA1278,s_n11r__va1_a_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_unclassified,NA,1,paraburkholderia_phenazinium
THA1279,s_n10r__va1_j_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_giganteum,NA,1,paraburkholderia_phenazinium
THA1280,s_n10r__va1_h_3,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,caballerionia_sp_the68
THA1281,s_n10r__va1_h_4,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,yes,polysphondylium_violaceum,1,1,paraburkholderia_agricolaris
THA1282,s_n10r__va1_f_3,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,yes,polysphondylium_violaceum,1,1,paraburkholderia_agricolaris
THA1283,s_n10r__va1_e_3,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_unclassified,NA,1,paraburkholderia_agricolaris
THA1284,s_n10r__va1_d_3,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_purpureum,NA,0,NA
THA1285,s_n10r__va1_c_4,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,polysphondylium_violaceum,NA,0,NA
THA1286A,s_n10r__va1_b_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1286B,s_n10r__va1_b_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,polysphondylium_violaceum,NA,0,NA
THA1287,s_n10r__va1_a_4,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1288,s_n3r__va1_i_3,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_phenazinium
THA1289,s_n3r__va1_i_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_discoideum,NA,1,paraburkholderia_fungorum
THA1290,s_n3r__va1_i_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_mucoroides,NA,1,paraburkholderia_phenazinium
THA1291,s_n3r__va1_i_6,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1292,s_n3r__va1_h_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,yes,heterostelium_pallidum,2,1,paraburkholderia_phenazinium
THA1293,s_n3r__va1_h_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1294,s_n3r__va1_j_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,cavenderia_aureostipes,NA,0,NA
THA1295,s_n3r__va1_j_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_phytofirmans
THA1296,s_n3r__va1_g_3,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_mucoroides,NA,1,paraburkholderia_agricolaris
THA1297,s_n3r__va1_g_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1298,s_n3r__va1_g_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1299,s_n3r__va1_f_3,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1300,s_n3r__va1_f_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,yes,heterostelium_pallidum,2,1,paraburkholderia_agricolaris
THA1301,s_n3r__va1_f_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_phenazinium
THA1302,s_n3r__va1_f_6,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1303,s_n3r__va1_f_7,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,yes,heterostelium_pallidum,2,1,paraburkholderia_phytofirmans
THA1304A,s_n3r__va1_e_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1304B,s_n3r__va1_e_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1305,s_n3r__va1_e_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_phytofirmans
THA1306,s_n3r__va1_e_6,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1307,s_n3r__va1_d_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_phenazinium
THA1308,s_n3r__va1_d_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,NA
THA1309A,s_n3r__va1_d_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_giganteum,NA,1,paraburkholderia_agricolaris
THA1309B,s_n3r__va1_d_6,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,pandoraea_apista
THA1310,s_n3r__va1_c_3,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1311,s_n3r__va1_c_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_mucoroides,NA,0,NA
THA1312,s_n3r__va1_b_3,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1313,s_n3r__va1_b_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,NA
THA1314,s_n3r__va1_b_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_phenazinium
THA1315,s_n3r__va1_a_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_phenazinium
THA1316,s_n3r__va1_a_5,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1317,s_n3r__va1_a_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_phytofirmans
THA1318,s_n3r__va1_a_6,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_agricolaris
THA1319,s_n3r__va1_a_7,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1320,bs_n13r__va1_i_2,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_unclassified,NA,0,NA
THA1321,bs_n13r__va1_i_3,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,0,NA
THA1322,bs_n13r__va1_h_2,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_phenazinium
THA1323,bs_n13r__va1_h_3,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,yes,dictyostelium_giganteum,NA,1,NA
THA1324,bs_n13r__va1_f_3,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,paraburkholderia_phenazinium
THA1325,bs_n13r__va1_f_4,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,1,NA
THA1326,bs_n13r__va1_b_1,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_giganteum,NA,NA,NA
THA1327,bs_n13r__va1_b_2,mountain_lake_va,pandapas,37.37576692,-80.52266117,5/10/19,1,no,heterostelium_pallidum,NA,NA,NA
THA1331,dd4-a-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,1,pandoraea_norimbergensis
THA1332,dd4-a-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1333,dd4-b-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,0,NA
THA1334,dd4-c-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,0,NA
THA1335,dd4-d-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,0,NA
THA1336,dd4-e-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1337,dd4-e-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1338,dd4-f-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1339,dd4-g-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1340,dd4-g-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1341,dd4-g-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1342,dd4-h-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,0,NA
THA1343,dd4-h-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,1,pandoraea_norimbergensis
THA1344,dd4-h-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1345,dd5-h-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1346,dd5-h-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,1,NA
THA1347,dd5-a-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,0,NA
THA1348,dd5-a-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1349,dd5-a-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,0,NA
THA1350,dd5-c-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1351,dd5-d-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1352,dd5-e-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1353,dd5-g-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,0,NA
THA1355,gfcc1-f-6,greers_ferry,greers_ferry,35.51515014,-91.99143397,6/26/20,1,yes,dictyostelium_mucoroides,NA,1,achromobacter_deleyi
THA1356,gfcc1-e-1,greers_ferry,greers_ferry,35.51515014,-91.99143397,6/26/20,1,yes,dictyostelium_mucoroides,NA,0,NA
THA1358,gfcc2-b-1,greers_ferry,greers_ferry,35.51515014,-91.99143397,6/26/20,1,yes,cavenderia_aureostipes,2,0,NA
THA1359,gfcc2-b-2,greers_ferry,greers_ferry,35.51515014,-91.99143397,6/26/20,1,no,cavenderia_aureostipes,NA,0,NA
THA1360,gfcc2-a-1,greers_ferry,greers_ferry,35.51515014,-91.99143397,6/26/20,1,yes,cavenderia_aureostipes,2,0,NA
THA1361,gfcc2-a-2,greers_ferry,greers_ferry,35.51515014,-91.99143397,6/26/20,1,no,cavenderia_aureostipes,NA,0,NA
THA1362,gfcc2-c-1,greers_ferry,greers_ferry,35.51515014,-91.99143397,6/26/20,1,yes,cavenderia_aureostipes,2,0,NA
THA1363,dd7-c-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1364,dd7-c-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,polysphondylium_violaceum,1,0,NA
THA1365,dd7-c-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1366,dd7-c-4,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1367,dd7-a-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,0,NA
THA1368,dd7-a-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1369,dd7-a-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1370,dd7-b-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1371,dd7-e-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1372,dd7-e-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,polysphondylium_violaceum,2,0,NA
THA1373,dd7-e-4,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,polysphondylium_violaceum,2,0,NA
THA1374,dd7-f-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1375,dd7-g-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1376,dd7-g-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,2,0,NA
THA1377,dd7-g-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,cavenderia_aureostipes,3,0,NA
THA1378,dd7-g-4,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1379,dd10-a-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,cavenderia_aureostipes,1,0,NA
THA1380,dd10-a-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,cavenderia_aureostipes,NA,0,NA
THA1381,dd10-a-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1382,dd10-a-4,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,0,NA
THA1383,dd5-d-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
THA1384,dd10-b-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,cavenderia_aureostipes,1,0,NA
THA1385,dd10-b-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_unclassified,NA,0,NA
THA1386,dd10-b-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,cavenderia_aureostipes,1,0,NA
THA1387,dd10-c-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_unclassified,NA,0,NA
THA1388,dd10-c-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_unclassified,NA,0,NA
THA1389,dd10-f-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_purpureum,3,0,NA
THA1390,dd10-f-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_purpureum,NA,0,NA
THA1391,dd10-f-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1392,dd10-f-4,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,cavenderia_aureostipes,1,0,NA
THA1393,dd10-d-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1394,dd10-d-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,cavenderia_aureostipes,NA,0,NA
THA1395,dd11-a-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,1,paraburkholderia_acidiphila
THA1396,dd11-h-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,1,paraburkholderia_acidiphila
THA1397,dd11-f-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1398,dd11-e-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,1,paraburkholderia_acidiphila
THA1399,dd11-d-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,1,paraburkholderia_lycopersici
THA1400,dd11-d-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,1,paraburkholderia_acidiphila
THA1401,dd8-g-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_mucoroides,NA,0,NA
THA1402,dd8-c-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1403,dd8-e-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,0,NA
THA1404,dd8-e-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,heterostelium_pallidum,NA,1,paraburkholderia_sp_pgu16
THA1405,dd8-b-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,1,NA
THA1406,dd8-a-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,1,herbaspirillum_sp_meg3
THA1407,dd2.1-e-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_purpureum,NA,0,NA
THA1408,dd2.1-e-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_purpureum,NA,1,NA
THA1409,dd2.1-d-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_purpureum,NA,1,variovorax_paradoxus
THA1410,dd9-g-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_mucoroides,NA,1,achromobacter_spanius
THA1411,dd9-g-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA1412,dd9-b-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,0,NA
THA1413,dd9-c-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA1414,dd9-h-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_mucoroides,NA,1,achromobacter_spanius
THA1415,dd9-f-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA1416,dd3-a-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1417,dd3-a-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,0,NA
THA1418,dd3-a-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1419,dd3-e-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1420,dd3-e-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1421,dd3-b-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1422,dd3-b-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1423,dd3-b-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_giganteum,NA,0,NA
THA1424,dd3-d-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1425,dd3-d-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,NA
THA1426,dd3-c-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,cavenderia_aureostipes,2,1,burkholderia_latens
THA1427,dd3-c-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1428,dd3-c-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,raperostelium_minutum,NA,1,NA
THA1429,dd3-f-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,raperostelium_minutum,NA,1,NA
THA1430,dd3-f-2,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,raperostelium_minutum,NA,1,NA
THA1431,dd3-f-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,NA
THA1432,dd3-c-4,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1433,dd3-d-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,raperostelium_minutum,NA,1,achromobacter_sp_mfa1_r4
THA1434,dd3-d-4,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,raperostelium_minutum,NA,1,achromobacter_deleyi
THA1435,dd10-d-3,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,heterostelium_pallidum,1,0,NA
THA1436,dd10-d-4,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,yes,dictyostelium_unclassified,NA,0,NA
THA1437,dd10-d-5,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,dictyostelium_unclassified,NA,0,NA
THA1438,dd10-e-1,devils_den,devils_den,35.78233538,-94.24704915,6/24/20,1,no,polysphondylium_violaceum,NA,0,NA
